images,labels,video_id
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00001.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00001.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00002.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00002.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00003.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00003.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00004.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00004.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00005.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00005.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00006.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00006.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00007.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00007.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00008.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00008.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00009.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00009.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00010.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00010.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00011.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00011.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00012.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00012.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00013.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00013.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00014.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00014.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00015.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00015.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00016.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00016.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00017.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00017.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00018.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00018.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00019.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00019.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00020.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00020.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00021.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00021.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00022.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00022.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00023.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00023.png,bleeding_segmentation_v1p0
/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/images/00024.jpg,/work/cvcs2026/latent_space_cowboys/datasets/bleeding_segmentation_v1p0/masks/00024.png,bleeding_segmentation_v1p0
