images,labels,video_id
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000000.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000000_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000030.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000030_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000060.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000060_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000090.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000090_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000120.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000120_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000150.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000150_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000180.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000180_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000210.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000210_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000240.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000240_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000270.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000270_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000300.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000300_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000330.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000330_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000360.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000360_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000390.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000390_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000420.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000420_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000450.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000450_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000480.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000480_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000510.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000510_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000540.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000540_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000570.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000570_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000600.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000600_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000630.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000630_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000660.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000660_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000690.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000690_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000720.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000720_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000750.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000750_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000780.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000780_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000810.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000810_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000840.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000840_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000870.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000870_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000900.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000900_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000930.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000930_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000960.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000960_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000990.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000990_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001020.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001020_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001050.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001050_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001080.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001080_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001100.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001100_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001130.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001130_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001160.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001160_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001190.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001190_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001220.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001220_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001250.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001250_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001280.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001280_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001310.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001310_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001340.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001340_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001370.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001370_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001400.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001400_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001430.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001430_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001460.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001460_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001490.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001490_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001550.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001550_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001610.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001610_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001670.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001670_mask.png,pig1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/001730.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/001730_mask.png,pig1
