images,labels,video_id,blood_ratio,blood_bin
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000000.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000000_mask.png,pig1,0.003681640625,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000030.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000030_mask.png,pig1,0.0035319010416666667,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000060.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000060_mask.png,pig1,0.0021549479166666666,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000090.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000090_mask.png,pig1,0.0028776041666666668,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000120.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000120_mask.png,pig1,0.0026692708333333334,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000150.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000150_mask.png,pig1,0.002692057291666667,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000180.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000180_mask.png,pig1,0.0022916666666666667,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000210.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000210_mask.png,pig1,0.0078515625,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000240.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000240_mask.png,pig1,0.018688151041666667,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000270.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000270_mask.png,pig1,0.034720052083333335,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000300.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000300_mask.png,pig1,0.039358723958333335,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000330.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000330_mask.png,pig1,0.04506184895833333,0
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000360.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000360_mask.png,pig1,0.04700520833333333,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000390.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000390_mask.png,pig1,0.04998046875,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000420.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000420_mask.png,pig1,0.057184244791666665,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000450.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000450_mask.png,pig1,0.060319010416666666,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000480.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000480_mask.png,pig1,0.06548502604166667,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000510.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000510_mask.png,pig1,0.06564127604166667,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000540.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000540_mask.png,pig1,0.06503255208333333,1
/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/imgs/000570.png,/work/cvcs2026/latent_space_cowboys/datasets/HemoSet/pig1/labels/000570_mask.png,pig1,0.06901692708333333,1
